,seq,name,name2,content,isconfirmed,class
3203,3203,محمود المحروق ,محمود المحروق ,على الصفحه عباره رواد الادب و الحياه  و قد و ثقت مجله الرساله الجديده البغداديه هذه الجماعه في عدد ها الصادر ب تاريخ 7/5/1954 و قد شغلت الحياه ,True,SAME PERSON
3204,3204,محمود المحروق ,اكرم فاضل,و قد رسم المحروق نفس ه الصور الرمزيه في الديوان فضلا عن تصميم ه ل غلاف ه و قد قوّم ادباء كثيرون هذا الديوان حين صدور ه مثل : ,False,STUDY
3205,3205,محمود المحروق ,جلال الخياط,المحروق نفس ه الصور الرمزيه في الديوان فضلا عن تصميم ه ل غلاف ه و قد قوّم ادباء كثيرون هذا الديوان حين صدور ه مثل : اكرم فاضل و ,False,STUDY
3206,3206,محمود المحروق ,هاشم الطعان,الصور الرمزيه في الديوان فضلا عن تصميم ه ل غلاف ه و قد قوّم ادباء كثيرون هذا الديوان حين صدور ه مثل : اكرم فاضل و جلال الخياط و ,False,STUDY
3207,3207,محمود المحروق ,كاظم جواد,الديوان فضلا عن تصميم ه ل غلاف ه و قد قوّم ادباء كثيرون هذا الديوان حين صدور ه مثل : اكرم فاضل و جلال الخياط و هاشم الطعان و ,False,MISC
3208,3208,محمود المحروق ,سناء سعيد,تصميم ه ل غلاف ه و قد قوّم ادباء كثيرون هذا الديوان حين صدور ه مثل : اكرم فاضل و جلال الخياط و هاشم الطعان و كاظم جواد و ,False,STUDY
3209,3209,محمود الملاح ,محمود الملاح ,nan,True,SAME PERSON
3210,3210,محمود الملاح ,عبدالله النعمه,ولد محمود عبدالله الملاح في الموصل عام 1891 و نشا في ربوع ها و درس العلوم الدينيه و النقليه و الادب على علمائ ها و في مقدمت هم ,False,STUDY
3211,3211,محمود الملاح ,عثمان الديوه جي,عبدالله الملاح في الموصل عام 1891 و نشا في ربوع ها و درس العلوم الدينيه و النقليه و الادب على علمائ ها و في مقدمت هم عبدالله النعمه و ,False,STUDY
3212,3212,محمود الملاح ,عبدالله النعمه,شعر غيري  و ما كان في شعري عيب من جهه اللغه او من جهه المعنى  و ما كنت اهتدي الى العله  ف لما ارشد ني الاستاذ ,False,STUDY
3213,3213,محمود الملاح ,محمود الملاح ,من العروض  بل ل جمدت قريحتي ف لم انظم شعرا و انا الان لا اعرف اكثر الاصطلاحات العروضيه ك العقص  و الوقص و الخبل … الخ نال ,True,SAME PERSON
3214,3214,محمود الملاح ,جمالالدين الافغاني,الملاح الاجازه العلميه عام 1912 و وظف في قلم تحرير الولايه  و كان شغوفا ب القراءه فكون مكتبه مكنت ه من الاطلاع على كتابات دعاه الاصلاح مثل : ,False,STUDY
3215,3215,محمود الملاح ,عبدالرحمن الكواكبي,وظف في قلم تحرير الولايه  و كان شغوفا ب القراءه فكون مكتبه مكنت ه من الاطلاع على كتابات دعاه الاصلاح مثل : جمالالدين الافغاني و محمد عبده و ,False,STUDY
3216,3216,محمود الملاح ,محمد رشيد,تحرير الولايه  و كان شغوفا ب القراءه فكون مكتبه مكنت ه من الاطلاع على كتابات دعاه الاصلاح مثل : جمالالدين الافغاني و محمد عبده و عبدالرحمن الكواكبي و ,False,STUDY
3217,3217,محمود الملاح ,محمود الملاح ,الاصلاحيه اللامركزيه و كان في طليعه الشباب الموصلي الناهض الذي امن ب المبادئ و تشرب الثقافه العربيه الجديده  و عند ما اضطرم اوار الحرب العالميه الاولى  جند ,True,SAME PERSON
3218,3218,محمود الملاح ,محمود الملاح ,وفات ه عام 1935 ب قصيده مطلع ها : جللوا الارض ب السواد حدادا ان ف قد الزعيم هزّ البلاداولما قضى الفرنسيون على الحكومه العربيه في سوريا  ضاق ,True,SAME PERSON
3219,3219,محمود الملاح ,محمود الملاح ,اتصل ,True,SAME PERSON
3220,3220,محمود الملاح ,عبدالعزيز الثعالبي,الملاح عند قدوم ه الى بغداد ب محافل ها الادبيه و نشر قصائد ه في مجلات ها و جرائد ها و غشي مجالس الزهاوي و الرصافي و الكرملي و ,False,WORK
3221,3221,محمود الملاح ,طه الراوي,ب محافل ها الادبيه و نشر قصائد ه في مجلات ها و جرائد ها و غشي مجالس الزهاوي و الرصافي و الكرملي و عبدالعزيز الثعالبي و فهمي المدرس و ,False,MISC
3222,3222,محمود الملاح ,ياسين الهاشمي,قصائد ه في مجلات ها و جرائد ها و غشي مجالس الزهاوي و الرصافي و الكرملي و عبدالعزيز الثعالبي و فهمي المدرس و طه الراوي و عبداللطيف ثنيان و ,False,MISC
3223,3223,محمود الملاح ,عباس العزاوي,جرائد ها و غشي مجالس الزهاوي و الرصافي و الكرملي و عبدالعزيز الثعالبي و فهمي المدرس و طه الراوي و عبداللطيف ثنيان و ياسين الهاشمي و مولود مخلص و ,False,STUDY
3224,3224,محمود الملاح ,عباس العزاوي,ه و نثر ه  و كانت تربط ه ب هم علاقات حميمه و ل ه مطارحات شعريه و مداعبات اخوانيه كثيره مع اصدقائ ه  في مقدمت هم ,True,COMPANIONSHIP
3225,3225,محمود الملاح ,محيالدين ابوالخطاب المحامي,ه  و كانت تربط ه ب هم علاقات حميمه و ل ه مطارحات شعريه و مداعبات اخوانيه كثيره مع اصدقائ ه  في مقدمت هم عباس العزاوي و ,True,COMPANIONSHIP
3226,3226,محمود الملاح ,عبدالباقي العمري,من اثار ه المطبوعه :- 1- الوحده الاسلاميه 1951. 2- ,True,MISC
3227,3227,محمود الملاح ,محمود الملاح ,11- الاراء الصريحه قوميه صحيحه ب لا قرض ,True,SAME PERSON
3228,3228,محمود الملاح ,محمود الملاح ,في الحرب العالميه الاولى و اقامت ل ه السلطات الانكليزيه تمثالا بعد الجسر الموصل الى الكرخ و حطم ه المتظاهرون عند قيام ثوره الرابع عشر من تموز  خاطب ,True,SAME PERSON
3229,3229,محمود الملاح ,محمد الهاشمي,العلا متصاعد و الشرق تحت طباق ها يتوارىجهلوا الطريق و لا دليل مبصر ف هم ب بيداء الحياه حيارىونشر ها في جريده العراق ب توقيع مستعار ف استحسن ها ,True,LIKE
3230,3230,محمود الملاح ,محمود الملاح ,العراق ب توقيع مستعار ف استحسن ها محمد الهاشمي في مجلته اليقين و قدم ل ها ب توطئه كل ها مدح و اطراء  و بعد ايام لقي ه ,True,SAME PERSON
3231,3231,محمود الملاح ,محمد حبيب العبيدي,و بعد ايام لقي ه محمود الملاح و اخبر ه ان القصيده ل ه ف قال الهاشمي : لقد اثنيت علي ها ل ان ني ظننت ها ل لسيد ,True,MISC
3232,3232,محمود الملاح ,محمود الملاح ,ل ه ف قال الهاشمي : لقد اثنيت علي ها ل ان ني ظننت ها ل لسيد محمد حبيب العبيدي مفتي الموصل و تظهر خصائص شعر الاحياء في شعر ,True,SAME PERSON
3233,3233,محمود الملاح ,حافظ ابراهيم,ها ل لسيد محمد حبيب العبيدي مفتي الموصل و تظهر خصائص شعر الاحياء في شعر محمود الملاح  و التي حمل لواء ها كل من البارودي و شوقي و ,True,MISC
3234,3234,محمود امين الجليلي  ,محمود امين الجليلي  ,اخر لم يكن يرغب في هذا المنصب ف بقي سنه واحده حتى جيء ب الدكتور محمد المشاط الذي اهتم ب المظاهر الخارجيه و اهمل الناحيه العلميه على العكس من ,True,SAME PERSON
3235,3235,محمود امين الجليلي  ,محمود امين الجليلي  ,و من مميزات ,True,SAME PERSON
3236,3236,محمود امين الجليلي  ,محمود امين الجليلي  ,ولد ,True,SAME PERSON
3237,3237,محمود جنداري ,محمود جنداري ,nan,True,SAME PERSON
3238,3238,محمود جنداري ,محمود جنداري جمعه,عين ,True,SAME PERSON
3239,3239,محمود سعيد ,محمود سعيد ,عن الجامع الكبير في الموصل و كان ه جامع في بور سعيد و ياخذ الراعي امرات ه املا في الشفاء على يدي ه في قصه ليله القريه و اجاد ,True,SAME PERSON
