,0,1,2,3,4,5,6
3202,محمود المحروق ,هاشم الطعان,False,MISC,,هاشم الطعان,و اسس المحروق مع اصدقائ ه شاذل طاقه و غانم الدباغ و 
3203,محمود المحروق ,محمود المحروق ,True,,,,على الصفحه عباره رواد الادب و الحياه ، و قد و ثقت مجله الرساله الجديده البغداديه هذه الجماعه في عدد ها الصادر ب تاريخ 7/5/1954، و قد شغلت الحياه 
3204,محمود المحروق ,اكرم فاضل,False,MISC,,اكرم فاضل الصيدلي,و قد رسم المحروق نفس ه الصور الرمزيه في الديوان فضلا عن تصميم ه ل غلاف ه و قد قوّم ادباء كثيرون هذا الديوان حين صدور ه مثل : 
3205,محمود المحروق ,جلال الخياط,False,MISC,,جلال ايوب صبري الخياط,المحروق نفس ه الصور الرمزيه في الديوان فضلا عن تصميم ه ل غلاف ه و قد قوّم ادباء كثيرون هذا الديوان حين صدور ه مثل : اكرم فاضل و 
3206,محمود المحروق ,هاشم الطعان,False,MISC,,هاشم الطعان,الصور الرمزيه في الديوان فضلا عن تصميم ه ل غلاف ه و قد قوّم ادباء كثيرون هذا الديوان حين صدور ه مثل : اكرم فاضل و جلال الخياط و 
3207,محمود المحروق ,كاظم جواد,False,MISC,,,الديوان فضلا عن تصميم ه ل غلاف ه و قد قوّم ادباء كثيرون هذا الديوان حين صدور ه مثل : اكرم فاضل و جلال الخياط و هاشم الطعان و 
3208,محمود المحروق ,سناء سعيد,False,MISC,,,تصميم ه ل غلاف ه و قد قوّم ادباء كثيرون هذا الديوان حين صدور ه مثل : اكرم فاضل و جلال الخياط و هاشم الطعان و كاظم جواد و 
3209,محمود الملاح ,محمود الملاح ,True,,,,
3210,محمود الملاح ,عبدالله النعمه,False,WSTUDY,درس,عبدالله محمد جرجيس النعمه,ولد محمود عبدالله الملاح في الموصل عام 1891، و نشا في ربوع ها و درس العلوم الدينيه و النقليه و الادب على علمائ ها و في مقدمت هم 
3211,محمود الملاح ,عثمان الديوه جي,False,WSTUDY,درس,عثمان الديوه جي,عبدالله الملاح في الموصل عام 1891، و نشا في ربوع ها و درس العلوم الدينيه و النقليه و الادب على علمائ ها و في مقدمت هم عبدالله النعمه و 
3212,محمود الملاح ,عبدالله النعمه,False,FAMILY,كنت,عبدالله محمد جرجيس النعمه,شعر غيري ، و ما كان في شعري عيب من جهه اللغه او من جهه المعنى ، و ما كنت اهتدي الى العله ، ف لما ارشد ني الاستاذ 
3213,محمود الملاح ,محمود الملاح ,True,,,,من العروض ، بل ل جمدت قريحتي ف لم انظم شعرا و انا الان لا اعرف اكثر الاصطلاحات العروضيه ك العقص ، و الوقص و الخبل … الخ نال 
3214,محمود الملاح ,جمالالدين الافغاني,False,WSTUDY,الاجازه,,الملاح الاجازه العلميه عام 1912، و وظف في قلم تحرير الولايه ، و كان شغوفا ب القراءه فكون مكتبه مكنت ه من الاطلاع على كتابات دعاه الاصلاح مثل : 
3215,محمود الملاح ,عبدالرحمن الكواكبي,False,MISC,,,وظف في قلم تحرير الولايه ، و كان شغوفا ب القراءه فكون مكتبه مكنت ه من الاطلاع على كتابات دعاه الاصلاح مثل : جمالالدين الافغاني و محمد عبده و 
3216,محمود الملاح ,محمد رشيد,False,MISC,,محمد رشيد الفيل,تحرير الولايه ، و كان شغوفا ب القراءه فكون مكتبه مكنت ه من الاطلاع على كتابات دعاه الاصلاح مثل : جمالالدين الافغاني و محمد عبده و عبدالرحمن الكواكبي و 
3217,محمود الملاح ,محمود الملاح ,True,,,,الاصلاحيه اللامركزيه و كان في طليعه الشباب الموصلي الناهض الذي امن ب المبادئ و تشرب الثقافه العربيه الجديده ، و عند ما اضطرم اوار الحرب العالميه الاولى ، جند 
3218,محمود الملاح ,محمود الملاح ,True,,,,وفات ه عام 1935 ب قصيده مطلع ها : جللوا الارض ب السواد حدادا ان ف قد الزعيم هزّ البلاداولما قضى الفرنسيون على الحكومه العربيه في سوريا ، ضاق 
3219,محمود الملاح ,محمود الملاح ,True,,,,اتصل 
3220,محمود الملاح ,عبدالعزيز الثعالبي,False,MISC,,,الملاح عند قدوم ه الى بغداد ب محافل ها الادبيه و نشر قصائد ه في مجلات ها و جرائد ها و غشي مجالس الزهاوي و الرصافي و الكرملي و 
3221,محمود الملاح ,طه الراوي,False,MISC,,,ب محافل ها الادبيه و نشر قصائد ه في مجلات ها و جرائد ها و غشي مجالس الزهاوي و الرصافي و الكرملي و عبدالعزيز الثعالبي و فهمي المدرس و 
3222,محمود الملاح ,ياسين الهاشمي,False,MISC,,,قصائد ه في مجلات ها و جرائد ها و غشي مجالس الزهاوي و الرصافي و الكرملي و عبدالعزيز الثعالبي و فهمي المدرس و طه الراوي و عبداللطيف ثنيان و 
3223,محمود الملاح ,عباس العزاوي,False,MISC,,,جرائد ها و غشي مجالس الزهاوي و الرصافي و الكرملي و عبدالعزيز الثعالبي و فهمي المدرس و طه الراوي و عبداللطيف ثنيان و ياسين الهاشمي و مولود مخلص و 
3224,محمود الملاح ,عباس العزاوي,False,MISC,,,ه و نثر ه ، و كانت تربط ه ب هم علاقات حميمه و ل ه مطارحات شعريه و مداعبات اخوانيه كثيره مع اصدقائ ه ، في مقدمت هم 
3225,محمود الملاح ,محيالدين ابوالخطاب المحامي,False,MISC,,محيالدين ابوالخطاب المحامي,ه ، و كانت تربط ه ب هم علاقات حميمه و ل ه مطارحات شعريه و مداعبات اخوانيه كثيره مع اصدقائ ه ، في مقدمت هم عباس العزاوي و 
3226,محمود الملاح ,عبدالباقي العمري,False,MISC,,,من اثار ه المطبوعه :- 1- الوحده الاسلاميه 1951. 2- 
3227,محمود الملاح ,محمود الملاح ,True,,,,11- الاراء الصريحه قوميه صحيحه ب لا قرض 
3228,محمود الملاح ,محمود الملاح ,True,,,,في الحرب العالميه الاولى و اقامت ل ه السلطات الانكليزيه تمثالا بعد الجسر الموصل الى الكرخ و حطم ه المتظاهرون عند قيام ثوره الرابع عشر من تموز ، خاطب 
3229,محمود الملاح ,محمد الهاشمي,False,WSTUDY,جريده,,العلا متصاعد و الشرق تحت طباق ها يتوارىجهلوا الطريق و لا دليل مبصر ف هم ب بيداء الحياه حيارىونشر ها في جريده العراق ب توقيع مستعار ف استحسن ها 
3230,محمود الملاح ,محمود الملاح ,True,,,,العراق ب توقيع مستعار ف استحسن ها محمد الهاشمي في مجلته اليقين و قدم ل ها ب توطئه كل ها مدح و اطراء ، و بعد ايام لقي ه 
3231,محمود الملاح ,محمد حبيب العبيدي,False,MENTION,قال,محمد حبيب العبيدي,و بعد ايام لقي ه محمود الملاح و اخبر ه ان القصيده ل ه ف قال الهاشمي : لقد اثنيت علي ها ل ان ني ظننت ها ل لسيد 
3232,محمود الملاح ,محمود الملاح ,True,,,,ل ه ف قال الهاشمي : لقد اثنيت علي ها ل ان ني ظننت ها ل لسيد محمد حبيب العبيدي مفتي الموصل و تظهر خصائص شعر الاحياء في شعر 
3233,محمود الملاح ,حافظ ابراهيم,False,MISC,,,ها ل لسيد محمد حبيب العبيدي مفتي الموصل و تظهر خصائص شعر الاحياء في شعر محمود الملاح ، و التي حمل لواء ها كل من البارودي و شوقي و 
3234,محمود امين الجليلي  ,محمود امين الجليلي  ,True,,,,اخر لم يكن يرغب في هذا المنصب ف بقي سنه واحده حتى جيء ب الدكتور محمد المشاط الذي اهتم ب المظاهر الخارجيه و اهمل الناحيه العلميه على العكس من 
